Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,G+A-PK,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_stats_shooting,PKatt_stats_shooting,Crs,TklW,Int,Fld,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,OG,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm
2371,Giuliano Simeone,ar ARG,MF,Atlético Madrid,es La Liga,23.0,2002,29,23,2009,22.3,4,6,10,4,0,0,1,0,0.45,34,13,38.2,1.52,0.58,0.12,0.31,0,0,45,23,19,40,1,0,0,20,0,,,,,,,,,,,,,,
2372,Moses Simon,ng NGA,"MF,FW",Paris FC,fr Ligue 1,30.0,1995,27,23,1845,20.5,3,3,6,3,0,0,1,0,0.29,29,10,34.5,1.41,0.49,0.10,0.30,0,0,134,9,8,16,1,0,0,13,0,,,,,,,,,,,,,,
2373,Unai Simón,es ESP,GK,Athletic Club,es La Liga,28.0,1997,33,33,2970,33.0,0,0,0,0,0,0,1,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,7,1,0,0,0,0,48,1.45,132,89,65.9,12,5,16,6,18.2,5,3,2,0
2374,Xavi Simons,nl NED,"MF,FW",Tottenham Hotspur,eng Premier League,23.0,2003,28,19,1755,19.5,2,5,7,2,0,0,5,1,0.36,42,10,23.8,2.15,0.51,0.05,0.20,0,0,51,20,15,44,5,1,0,21,0,,,,,,,,,,,,,,
2375,Xavi Simons,nl NED,MF,RB Leipzig,de Bundesliga,23.0,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,2,0,1,3,0,0,0,1,0,,,,,,,,,,,,,,
2376,Jahmai Simpson-Pusey,eng ENG,DF,Köln,de Bundesliga,20.0,2005,9,8,683,7.6,0,0,0,0,0,0,1,1,0.00,5,3,60.0,0.66,0.40,0.00,0.00,0,0,1,6,12,2,1,1,0,3,0,,,,,,,,,,,,,,
2377,Danel Sinani,lu LUX,"MF,FW",St Pauli,de Bundesliga,29.0,1997,28,22,2022,22.5,5,3,8,2,3,3,4,0,0.22,49,18,36.7,2.18,0.80,0.04,0.11,3,3,132,16,5,27,4,0,0,38,0,,,,,,,,,,,,,,
2378,Dan Sinaté,fr FRA,DF,Angers,fr Ligue 1,19.0,2006,3,0,33,0.4,0,0,0,0,0,0,0,0,0.00,1,0,0.0,2.73,0.00,0.00,,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2379,Lassine Sinayoko,ml MLI,"FW,MF",Auxerre,fr Ligue 1,26.0,1999,29,29,2500,27.8,8,3,11,5,3,4,7,0,0.29,80,32,40.0,2.88,1.15,0.06,0.16,3,4,25,22,21,51,7,0,0,29,0,,,,,,,,,,,,,,
2380,Ibrahima Sissoko,ml MLI,"MF,DF",Nantes,fr Ligue 1,28.0,1997,11,7,635,7.1,0,0,0,0,0,0,4,0,0.00,4,0,0.0,0.57,0.00,0.00,,0,0,6,6,9,8,4,0,0,22,0,,,,,,,,,,,,,,
2381,Antonio Sivera,es ESP,GK,Alavés,es La Liga,29.0,1996,33,33,2970,33.0,0,0,0,0,0,0,2,0,0.00,0,0,,0.00,0.00,,,0,0,0,1,0,1,2,0,0,1,1,49,1.48,132,88,66.7,9,9,15,3,9.1,5,5,0,0
2382,Telli Siwe,fr FRA,DF,Auxerre,fr Ligue 1,21.0,2004,3,3,225,2.5,0,0,0,0,0,0,0,0,0.00,1,0,0.0,0.40,0.00,0.00,,0,0,0,3,4,0,0,0,0,2,0,,,,,,,,,,,,,,
2383,Tim Skarke,de GER,"MF,FW",Union Berlin,de Bundesliga,29.0,1996,19,4,576,6.4,1,0,1,1,0,0,0,0,0.16,13,5,38.5,2.03,0.78,0.08,0.20,0,0,12,4,1,9,0,0,0,8,0,,,,,,,,,,,,,,
2384,Ellyes Skhiri,tn TUN,"MF,DF",Eintracht Frankfurt,de Bundesliga,30.0,1995,22,13,1204,13.4,0,0,0,0,0,0,3,1,0.00,7,0,0.0,0.52,0.00,0.00,,0,0,2,5,20,12,3,1,1,10,0,,,,,,,,,,,,,,
2385,Leo Skiri Østigård,no NOR,DF,Genoa,it Serie A,26.0,1999,28,28,2442,27.1,5,1,6,5,0,0,7,0,0.22,19,11,57.9,0.70,0.41,0.26,0.45,0,0,1,24,26,14,7,0,0,36,0,,,,,,,,,,,,,,
2386,Laurs Skjellerup,dk DEN,FW,Sassuolo,it Serie A,23.0,2002,1,0,10,0.1,0,0,0,0,0,0,0,0,0.00,1,0,0.0,9.00,0.00,0.00,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2387,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,34.0,1991,17,17,1412,15.7,0,0,0,0,0,0,1,1,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,8,1,1,0,1,0,15,0.96,43,30,69.8,9,3,5,7,41.2,2,2,0,0
2388,Andreas Skov Olsen,dk DEN,MF,Wolfsburg,de Bundesliga,26.0,1999,8,4,362,4.0,1,0,1,1,0,0,1,0,0.25,7,2,28.6,1.74,0.50,0.14,0.50,0,0,6,1,1,4,1,0,0,1,0,,,,,,,,,,,,,,
2389,Robert Skov,dk DEN,"DF,MF",Union Berlin,de Bundesliga,29.0,1996,3,3,220,2.4,0,0,0,0,0,0,0,0,0.00,1,0,0.0,0.41,0.00,0.00,,0,0,12,5,2,3,0,0,0,5,0,,,,,,,,,,,,,,
2390,Tobias Slotsager,dk DEN,DF,Hellas Verona,it Serie A,20.0,2006,7,4,426,4.7,0,0,0,0,0,0,0,0,0.00,3,1,33.3,0.63,0.21,0.00,0.00,0,0,2,7,3,5,0,0,0,2,0,,,,,,,,,,,,,,
2391,Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,34.0,1991,19,11,809,9.0,0,1,1,0,0,0,3,0,0.11,0,0,,0.00,0.00,,,0,0,10,10,7,7,3,0,0,14,0,,,,,,,,,,,,,,
2392,Eric Smith,se SWE,"DF,MF",St Pauli,de Bundesliga,29.0,1997,25,24,2159,24.0,2,2,4,2,0,0,4,1,0.17,11,5,45.5,0.46,0.21,0.18,0.40,0,0,53,20,21,29,4,1,0,15,0,,,,,,,,,,,,,,
2393,Emile Smith Rowe,eng ENG,MF,Fulham,eng Premier League,25.0,2000,33,18,1652,18.4,3,0,3,3,0,0,1,0,0.16,31,9,29.0,1.69,0.49,0.10,0.33,0,0,10,17,22,11,1,0,0,8,0,,,,,,,,,,,,,,
2394,Ivan Smolčić,hr CRO,DF,Como,it Serie A,25.0,2000,24,17,1417,15.7,0,1,1,0,0,0,8,0,0.06,11,4,36.4,0.70,0.25,0.00,0.00,0,0,26,21,21,16,8,0,0,23,0,,,,,,,,,,,,,,
2395,Simon Sohm,ch SUI,MF,Bologna,it Serie A,25.0,2001,10,8,662,7.4,0,0,0,0,0,0,1,0,0.00,3,1,33.3,0.41,0.14,0.00,0.00,0,0,1,3,3,3,1,0,0,8,0,,,,,,,,,,,,,,
2396,Simon Sohm,ch SUI,MF,Fiorentina,it Serie A,25.0,2001,16,9,708,7.9,0,1,1,0,0,0,2,0,0.13,5,0,0.0,0.64,0.00,0.00,,0,0,5,7,6,11,2,0,0,15,0,,,,,,,,,,,,,,
2397,Alex Sola,es ESP,"DF,FW",Getafe,es La Liga,26.0,1999,1,0,13,0.1,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,
2398,Dominic Solanke,eng ENG,FW,Tottenham Hotspur,eng Premier League,28.0,1997,15,11,1001,11.1,3,0,3,3,0,0,1,0,0.27,20,11,55.0,1.80,0.99,0.15,0.27,0,0,2,16,3,9,1,0,0,12,0,,,,,,,,,,,,,,
2399,Carlos Soler,es ESP,MF,Real Sociedad,es La Liga,29.0,1997,28,22,1961,21.8,4,3,7,4,0,0,3,1,0.32,32,19,59.4,1.47,0.87,0.13,0.21,0,0,66,18,15,17,3,1,0,26,0,,,,,,,,,,,,,,
2400,Julio Soler,ar ARG,DF,Bournemouth,eng Premier League,21.0,2005,3,0,35,0.4,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,2,0,0,2,0,0,0,2,0,,,,,,,,,,,,,,
2401,Oumar Solet,fr FRA,DF,Udinese,it Serie A,26.0,2000,31,30,2599,28.9,3,1,4,2,1,1,1,0,0.10,27,4,14.8,0.93,0.14,0.07,0.50,1,1,14,46,41,27,1,0,0,27,1,,,,,,,,,,,,,,
2402,Jhon Solis,co COL,MF,Girona,es La Liga,21.0,2004,12,3,380,4.2,0,0,0,0,0,0,0,0,0.00,3,2,66.7,0.71,0.47,0.00,0.00,0,0,0,3,4,7,0,0,0,2,0,,,,,,,,,,,,,,
2403,Manor Solomon,il ISR,MF,Villarreal,es La Liga,26.0,1999,6,1,150,1.7,1,1,2,1,0,0,0,0,1.20,2,1,50.0,1.20,0.60,0.50,1.00,0,0,10,1,0,2,0,0,0,0,0,,,,,,,,,,,,,,
2404,Manor Solomon,il ISR,"FW,MF",Fiorentina,it Serie A,26.0,1999,12,6,605,6.7,2,0,2,2,0,0,1,0,0.30,6,2,33.3,0.89,0.30,0.33,1.00,0,0,35,8,0,12,1,0,0,2,0,,,,,,,,,,,,,,
2405,Hugo Solozabal,es ESP,MF,Getafe,es La Liga,23.0,2003,1,0,11,0.1,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2406,Daniele Sommariva,it ITA,GK,Genoa,it Serie A,28.0,1997,2,1,176,2.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,1,0,0,0,0,0,4,2.05,12,8,66.7,0,0,1,0,0.0,0,0,0,0
2407,Yann Sommer,ch SUI,GK,Inter,it Serie A,37.0,1988,31,31,2790,31.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,1,0,0,0,0,0,30,0.97,88,61,70.5,22,4,5,14,45.2,4,4,0,0
2408,Oliver Sonne,pe PER,DF,Burnley,eng Premier League,25.0,2000,7,1,169,1.9,1,0,1,1,0,0,0,0,0.53,3,1,33.3,1.60,0.53,0.33,1.00,0,0,5,1,1,0,0,0,0,4,0,,,,,,,,,,,,,,
2409,David Soria,es ESP,GK,Getafe,es La Liga,33.0,1993,33,33,2970,33.0,0,0,0,0,0,0,2,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,3,2,0,0,0,0,34,1.03,131,99,74.8,13,5,15,10,30.3,4,1,2,1
2410,Borna Sosa,hr CRO,"DF,MF",Crystal Palace,eng Premier League,28.0,1998,7,0,101,1.1,0,0,0,0,0,0,1,0,0.00,1,0,0.0,0.89,0.00,0.00,,0,0,6,0,2,0,1,0,0,4,0,,,,,,,,,,,,,,
2411,Hugo Sotelo,es ESP,MF,Celta Vigo,es La Liga,22.0,2003,19,15,1263,14.0,0,2,2,0,0,0,3,0,0.14,2,1,50.0,0.14,0.07,0.00,0.00,0,0,43,16,12,13,3,0,0,26,0,,,,,,,,,,,,,,
2412,Florian Sotoca,fr FRA,MF,Lens,fr Ligue 1,35.0,1990,23,3,366,4.1,0,0,0,0,0,0,1,0,0.00,12,0,0.0,2.95,0.00,0.00,,0,0,10,2,6,6,1,0,0,8,0,,,,,,,,,,,,,,
2413,Riccardo Sottil,it ITA,"FW,MF",Lecce,it Serie A,26.0,1999,21,13,1066,11.8,1,2,3,1,0,0,1,0,0.25,20,3,15.0,1.69,0.25,0.05,0.33,0,0,100,2,2,27,1,0,0,10,0,,,,,,,,,,,,,,
2414,Tomáš Souček,cz CZE,MF,West Ham United,eng Premier League,31.0,1995,31,20,1868,20.8,5,0,5,5,0,0,2,1,0.24,21,12,57.1,1.01,0.58,0.24,0.42,0,0,12,19,16,18,2,1,0,32,0,,,,,,,,,,,,,,
2415,Matìas Soulé,ar ARG,"MF,FW",Roma,it Serie A,23.0,2003,29,25,1932,21.5,6,5,11,6,0,0,1,0,0.51,46,15,32.6,2.14,0.70,0.13,0.40,0,0,70,14,9,37,1,0,0,6,0,,,,,,,,,,,,,,
2416,Aboubaka Soumahoro,fr FRA,"MF,DF",Hamburger SV,de Bundesliga,21.0,2005,4,2,136,1.5,0,0,0,0,0,0,1,0,0.00,0,0,,0.00,0.00,,,0,0,1,0,0,0,1,0,0,3,0,,,,,,,,,,,,,,
2417,Sambou Soumano,sn SEN,FW,Lorient,fr Ligue 1,25.0,2001,30,8,931,10.3,4,2,6,4,0,1,2,0,0.58,28,10,35.7,2.71,0.97,0.14,0.40,0,1,0,4,4,18,2,0,0,16,0,,,,,,,,,,,,,,
2418,Issa Soumaré,sn SEN,"FW,MF",Le Havre,fr Ligue 1,25.0,2000,31,30,2678,29.8,6,5,11,5,1,3,2,0,0.34,72,24,33.3,2.42,0.81,0.07,0.21,1,3,58,17,10,67,2,0,0,48,0,,,,,,,,,,,,,,
2419,Souza,br BRA,MF,Tottenham Hotspur,eng Premier League,19.0,2006,4,2,144,1.6,0,0,0,0,0,0,1,0,0.00,1,1,100.0,0.62,0.62,0.00,0.00,0,0,3,0,2,2,1,0,0,3,0,,,,,,,,,,,,,,
2420,Vinicius Souza,br BRA,MF,Wolfsburg,de Bundesliga,26.0,1999,21,19,1530,17.0,0,0,0,0,0,0,4,0,0.00,6,1,16.7,0.35,0.06,0.00,0.00,0,0,3,29,22,21,4,0,0,35,0,,,,,,,,,,,,,,
2421,Djibril Sow,ch SUI,MF,Sevilla,es La Liga,29.0,1997,29,24,1889,21.0,5,2,7,5,0,0,5,0,0.33,17,8,47.1,0.81,0.38,0.29,0.63,0,0,22,21,19,25,5,0,0,35,0,,,,,,,,,,,,,,
2422,Djed Spence,eng ENG,"DF,MF",Tottenham Hotspur,eng Premier League,25.0,2000,26,22,1913,21.3,0,0,0,0,0,0,4,0,0.00,12,7,58.3,0.56,0.33,0.00,0.00,0,0,45,24,15,18,4,0,0,24,0,,,,,,,,,,,,,,
2423,Leonardo Spinazzola,it ITA,"MF,DF",Napoli,it Serie A,33.0,1993,29,21,1805,20.1,3,3,6,3,0,0,2,0,0.30,20,7,35.0,1.00,0.35,0.15,0.43,0,0,68,9,4,9,2,0,0,9,0,,,,,,,,,,,,,,
2424,Anton Stach,de GER,MF,Leeds United,eng Premier League,27.0,1998,26,25,2136,23.7,4,3,7,4,0,0,3,0,0.29,48,13,27.1,2.02,0.55,0.08,0.31,0,0,133,32,18,20,3,0,0,32,0,,,,,,,,,,,,,,
2425,Jens Stage,dk DEN,MF,Werder Bremen,de Bundesliga,29.0,1996,26,26,2210,24.6,10,2,12,10,0,0,5,0,0.49,52,21,40.4,2.12,0.86,0.19,0.48,0,0,14,28,17,29,5,0,0,31,0,,,,,,,,,,,,,,
2426,Benjamin Stambouli,fr FRA,MF,Metz,fr Ligue 1,35.0,1990,16,8,798,8.9,0,0,0,0,0,0,0,0,0.00,5,1,20.0,0.56,0.11,0.00,0.00,0,0,5,14,9,9,0,0,0,13,0,,,,,,,,,,,,,,
2427,Nicolae Stanciu,ro ROU,MF,Genoa,it Serie A,32.0,1993,4,2,180,2.0,0,0,0,0,0,1,0,0,0.00,5,0,0.0,2.50,0.00,0.00,,0,1,9,3,3,2,0,0,0,1,0,,,,,,,,,,,,,,
2428,Otto Stange,de GER,DF,Hamburger SV,de Bundesliga,19.0,2007,8,0,153,1.7,0,0,0,0,0,0,0,0,0.00,6,1,16.7,3.53,0.59,0.00,0.00,0,0,2,2,0,4,0,0,0,1,0,,,,,,,,,,,,,,
2429,Josip Stanišić,hr CRO,DF,Bayern Munich,de Bundesliga,26.0,2000,23,17,1677,18.6,2,3,5,2,0,0,1,0,0.27,7,4,57.1,0.38,0.21,0.29,0.50,0,0,32,20,17,11,1,0,0,7,0,,,,,,,,,,,,,,
2430,Carl Starfelt,se SWE,DF,Celta Vigo,es La Liga,30.0,1995,19,17,1491,16.6,0,0,0,0,0,0,3,1,0.00,4,1,25.0,0.24,0.06,0.00,0.00,0,0,0,16,16,8,3,1,1,19,1,,,,,,,,,,,,,,
2431,Niklas Stark,de GER,DF,Werder Bremen,de Bundesliga,31.0,1995,14,9,697,7.7,0,0,0,0,0,0,8,2,0.00,3,1,33.3,0.39,0.13,0.00,0.00,0,0,1,12,13,7,8,2,2,11,0,,,,,,,,,,,,,,
2432,Orri Steinn Óskarsson,is ISL,FW,Real Sociedad,es La Liga,21.0,2004,16,5,546,6.1,6,0,6,6,0,0,4,0,0.99,14,11,78.6,2.31,1.81,0.43,0.55,0,0,2,4,1,4,4,0,0,12,0,,,,,,,,,,,,,,
2433,Calvin Stengs,nl NED,"FW,MF",Pisa,it Serie A,27.0,1998,4,0,46,0.5,0,0,0,0,0,0,0,0,0.00,2,1,50.0,3.91,1.96,0.00,0.00,0,0,3,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,
2434,Pascal Stenzel,de GER,MF,Stuttgart,de Bundesliga,30.0,1996,2,2,106,1.2,0,0,0,0,0,0,2,0,0.00,3,1,33.3,2.55,0.85,0.00,0.00,0,0,5,0,2,2,2,0,0,2,0,,,,,,,,,,,,,,
2435,Leonidas Stergiou,ch SUI,DF,Heidenheim,de Bundesliga,24.0,2002,4,1,191,2.1,0,0,0,0,0,0,0,0,0.00,1,0,0.0,0.47,0.00,0.00,,0,0,1,2,1,1,0,0,0,2,0,,,,,,,,,,,,,,
2436,Leonidas Stergiou,ch SUI,DF,Stuttgart,de Bundesliga,24.0,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2437,Angelo Stiller,de GER,MF,Stuttgart,de Bundesliga,25.0,2001,31,27,2473,27.5,2,5,7,2,0,1,1,0,0.25,14,6,42.9,0.51,0.22,0.14,0.33,0,1,102,17,24,40,1,0,0,14,0,,,,,,,,,,,,,,
2438,Kevin Stöger,at AUT,MF,Gladbach,de Bundesliga,32.0,1993,26,12,1132,12.6,1,1,2,1,0,1,2,0,0.16,17,6,35.3,1.35,0.48,0.06,0.17,0,1,56,19,11,21,2,0,0,20,0,,,,,,,,,,,,,,
2439,Filip Stojilković,ch SUI,"FW,MF",Pisa,it Serie A,26.0,2000,9,4,405,4.5,0,0,0,0,0,0,0,0,0.00,5,2,40.0,1.11,0.44,0.00,0.00,0,0,1,0,0,0,0,0,0,6,0,,,,,,,,,,,,,,
2440,John Stones,eng ENG,DF,Manchester City,eng Premier League,31.0,1994,7,4,353,3.9,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,4,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,
2441,Jørgen Strand Larsen,no NOR,FW,Crystal Palace,eng Premier League,26.0,2000,9,8,608,6.8,3,0,3,3,0,0,2,0,0.44,15,5,33.3,2.22,0.74,0.20,0.60,0,0,0,0,1,7,2,0,0,17,0,,,,,,,,,,,,,,
2442,Jørgen Strand Larsen,no NOR,FW,Wolves,eng Premier League,26.0,2000,22,14,1404,15.6,1,1,2,0,1,2,2,0,0.06,21,7,33.3,1.35,0.45,0.00,0.00,1,2,3,2,3,11,2,0,0,30,0,,,,,,,,,,,,,,
2443,Gabriel Strefezza,br BRA,"FW,MF",Parma,it Serie A,29.0,1997,11,10,823,9.1,1,2,3,1,0,0,2,0,0.33,19,5,26.3,2.08,0.55,0.05,0.20,0,0,38,11,4,23,2,0,0,19,0,,,,,,,,,,,,,,
2444,Pascal Struijk,nl NED,DF,Leeds United,eng Premier League,26.0,1999,31,30,2701,30.0,0,1,1,0,0,0,4,0,0.03,29,5,17.2,0.97,0.17,0.00,0.00,0,0,2,22,29,20,4,0,0,22,0,,,,,,,,,,,,,,
2445,Cristhian Stuani,uy URU,FW,Girona,es La Liga,39.0,1986,16,1,272,3.0,3,0,3,0,3,4,3,0,0.00,10,7,70.0,3.31,2.32,0.00,0.00,3,4,0,4,1,7,3,0,0,8,0,,,,,,,,,,,,,,
2446,Nikola Štulić,rs SRB,FW,Lecce,it Serie A,24.0,2001,32,20,1692,18.8,3,0,3,2,1,1,1,0,0.11,32,8,25.0,1.70,0.43,0.06,0.25,1,1,1,7,2,26,1,0,0,37,0,,,,,,,,,,,,,,
2447,Denis Suárez,es ESP,MF,Alavés,es La Liga,32.0,1994,25,12,1152,12.8,1,2,3,1,0,0,6,0,0.23,7,3,42.9,0.55,0.23,0.14,0.33,0,0,24,10,7,21,6,0,0,18,0,,,,,,,,,,,,,,
2448,Gabriel Suazo,cl CHI,"DF,MF",Sevilla,es La Liga,28.0,1997,24,20,1673,18.6,0,2,2,0,0,0,7,0,0.11,4,2,50.0,0.22,0.11,0.00,0.00,0,0,86,54,20,12,7,0,0,26,0,,,,,,,,,,,,,,
2449,Luka Sučić,hr CRO,"MF,FW",Real Sociedad,es La Liga,23.0,2002,17,8,762,8.5,3,1,4,3,0,0,1,0,0.47,19,6,31.6,2.24,0.71,0.16,0.50,0,0,4,5,3,5,1,0,0,7,0,,,,,,,,,,,,,,
2450,Petar Sucic,hr CRO,MF,Inter,it Serie A,22.0,2003,30,17,1433,15.9,1,2,3,1,0,0,5,0,0.19,18,4,22.2,1.13,0.25,0.06,0.25,0,0,26,16,7,22,5,0,0,25,0,,,,,,,,,,,,,,
2451,Yukinari Sugawara,jp JPN,"DF,MF",Werder Bremen,de Bundesliga,25.0,2000,29,27,2346,26.1,0,6,6,0,0,0,2,0,0.23,29,11,37.9,1.11,0.42,0.00,0.00,0,0,69,21,13,10,2,0,0,20,0,,,,,,,,,,,,,,
2452,Pavel Šulc,cz CZE,"FW,MF",Lyon,fr Ligue 1,25.0,2000,24,16,1431,15.9,11,3,14,11,0,0,2,0,0.88,41,16,39.0,2.58,1.01,0.27,0.69,0,0,13,12,6,14,2,0,0,28,0,,,,,,,,,,,,,,
2453,Niklas Süle,de GER,DF,Dortmund,de Bundesliga,30.0,1995,10,7,483,5.4,0,1,1,0,0,0,3,0,0.19,2,1,50.0,0.37,0.19,0.00,0.00,0,0,6,5,6,1,3,0,0,8,0,,,,,,,,,,,,,,
2454,Ibrahim Sulemana,gh GHA,MF,Bologna,it Serie A,22.0,2003,3,0,45,0.5,0,0,0,0,0,0,1,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,
2455,Ibrahim Sulemana,gh GHA,MF,Cagliari,it Serie A,22.0,2003,12,7,746,8.3,1,0,1,1,0,0,1,0,0.12,8,2,25.0,0.97,0.24,0.13,0.50,0,0,2,10,6,8,1,0,0,10,0,,,,,,,,,,,,,,
2456,Kamaldeen Sulemana,gh GHA,MF,Atalanta,it Serie A,24.0,2002,23,8,904,10.0,2,1,3,2,0,0,3,0,0.30,21,9,42.9,2.09,0.90,0.10,0.22,0,0,19,5,2,14,3,0,0,11,0,,,,,,,,,,,,,,
2457,Crysencio Summerville,nl NED,"MF,FW",West Ham United,eng Premier League,24.0,2001,27,25,2113,23.5,5,1,6,5,0,0,4,0,0.26,49,15,30.6,2.09,0.64,0.10,0.33,0,0,48,20,13,58,4,0,0,46,0,,,,,,,,,,,,,,
2458,Tomáš Suslov,sk SVK,FW,Hellas Verona,it Serie A,23.0,2002,7,1,169,1.9,0,0,0,0,0,0,1,1,0.00,7,1,14.3,3.73,0.53,0.00,0.00,0,0,8,2,1,4,1,1,0,3,0,,,,,,,,,,,,,,
2459,Yuito Suzuki,jp JPN,MF,Freiburg,de Bundesliga,24.0,2001,24,17,1552,17.2,4,2,6,4,0,0,3,0,0.35,37,14,37.8,2.15,0.81,0.11,0.29,0,0,18,12,10,9,3,0,0,19,0,,,,,,,,,,,,,,
2460,Zion Suzuki,jp JPN,GK,Parma,it Serie A,23.0,2002,17,17,1530,17.0,0,0,0,0,0,0,1,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,4,1,0,0,0,0,22,1.29,72,52,70.8,3,7,7,5,29.4,2,1,1,0
2461,Mattias Svanberg,se SWE,MF,Wolfsburg,de Bundesliga,27.0,1999,21,7,752,8.4,3,1,4,3,0,0,5,1,0.48,17,7,41.2,2.03,0.84,0.18,0.43,0,0,8,7,7,18,5,1,1,17,0,,,,,,,,,,,,,,
2462,Daniel Svensson,se SWE,MF,Dortmund,de Bundesliga,24.0,2002,31,26,2334,25.9,2,2,4,2,0,0,0,0,0.15,12,4,33.3,0.46,0.15,0.17,0.50,0,0,126,25,20,20,0,0,0,27,0,,,,,,,,,,,,,,
2463,Mile Svilar,rs SRB,GK,Roma,it Serie A,26.0,1999,34,34,3060,34.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,1,1,7,0,0,0,0,0,29,0.85,128,100,78.1,19,4,11,15,44.1,1,1,0,0
2464,Williot Swedberg,se SWE,"FW,MF",Celta Vigo,es La Liga,22.0,2004,24,10,1012,11.2,4,3,7,4,0,0,2,0,0.62,20,11,55.0,1.78,0.98,0.20,0.36,0,0,7,14,2,31,2,0,0,25,0,,,,,,,,,,,,,,
2465,Lamine Sy,mr MTN,DF,Auxerre,fr Ligue 1,23.0,2002,21,14,1286,14.3,0,0,0,0,0,0,1,0,0.00,9,1,11.1,0.63,0.07,0.00,0.00,0,0,39,24,16,13,1,0,0,17,0,,,,,,,,,,,,,,
2466,Abakar Sylla,ci CIV,DF,Strasbourg,fr Ligue 1,23.0,2002,1,0,2,0.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2467,Abakar Sylla,ci CIV,DF,Nantes,fr Ligue 1,23.0,2002,2,1,65,0.7,0,0,0,0,0,0,0,0,0.00,2,0,0.0,2.77,0.00,0.00,,0,0,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,
2468,Fodé Sylla,fr FRA,MF,Lens,fr Ligue 1,20.0,2006,3,1,73,0.8,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,6,3,0,0,0,0,2,0,,,,,,,,,,,,,,
2469,Wojciech Szczęsny,pl POL,GK,Barcelona,es La Liga,36.0,1990,6,6,540,6.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,0,0,0,0,0,11,1.83,25,16,60.0,4,0,2,0,0.0,2,1,1,0
2470,Dominik Szoboszlai,hu HUN,"MF,DF",Liverpool,eng Premier League,25.0,2000,32,32,2871,31.9,5,4,9,5,0,1,8,1,0.28,63,19,30.2,1.97,0.60,0.08,0.26,0,1,174,31,26,27,8,1,0,33,0,,,,,,,,,,,,,,
2471,Sebastian Szymański,pl POL,MF,Rennes,fr Ligue 1,26.0,1999,13,7,596,6.6,1,3,4,1,0,0,2,0,0.60,10,4,40.0,1.51,0.60,0.10,0.25,0,0,36,9,2,8,2,0,0,12,0,,,,,,,,,,,,,,
2472,Alexander Sørloth,no NOR,FW,Atlético Madrid,es La Liga,30.0,1995,31,19,1770,19.7,12,0,12,12,0,0,4,1,0.61,59,31,52.5,3.00,1.58,0.20,0.39,0,0,10,6,0,14,4,1,0,27,0,,,,,,,,,,,,,,
2473,Jocelin Ta Bi,ci CIV,MF,Sunderland,eng Premier League,21.0,2005,1,1,38,0.4,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,5,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,
